date,interval,hour,actual_net_kw,forecast_net_kw,planned_grid_kw,emergency_kw
2025-09-23,19,3.1666666666666665,3546.3118,3732.5777999999996,3900.6425999999997,0.0
2025-09-23,20,3.3333333333333335,3521.0999999999995,3487.16,3582.5046186827885,0.0
2025-09-23,21,3.5,3493.0414999999994,3542.3682,3578.4678999999996,0.0
2025-09-23,22,3.6666666666666665,3616.52,3671.4308999999994,3808.7282999999993,0.0
2025-09-23,23,3.8333333333333335,3738.77,3753.85,3906.85,0.0
2025-09-23,24,4.0,3573.1360999999997,3887.5822,4000.4737999999993,0.0
2025-09-23,25,4.166666666666667,3548.8255999999997,3864.8881,4007.0333,0.0
2025-09-23,26,4.333333333333333,3696.4299999999994,3746.5199999999995,4017.51,0.0
2025-09-23,27,4.5,3629.3778,3799.8707,3971.0796,0.0
2025-09-23,28,4.666666666666667,3602.4948999999997,3743.3996,3872.1267,0.0
2025-09-23,29,4.833333333333333,3708.7399999999993,3548.17,3670.26,38.47999999999911
2025-09-23,30,5.0,3750.9916,3510.4937,3706.1196999999997,44.871900000000096
2025-09-23,31,5.166666666666667,3689.4488,3645.6746999999996,3848.7124999999996,0.0
2025-09-23,32,5.333333333333333,3557.6799999999994,3724.04,3912.115,0.0
2025-09-23,33,5.5,3503.8683,3582.2552999999994,8725.0961,0.0
2025-09-23,34,5.666666666666667,4001.4806,3953.8406,4178.106100000002,0.0
2025-09-23,35,5.833333333333333,4743.74,4614.8775000000005,0.0,0.0
2025-09-23,36,6.0,4762.632499999999,4533.697899999999,0.0,0.0
2025-09-23,37,6.166666666666667,4455.9589,4145.8102,0.0,76.67829999999935
2025-09-23,38,6.333333333333333,4142.812499999999,3837.192499999999,0.0,91.88121567234452
2025-09-23,39,6.5,3783.5041,3565.4098999999997,0.0,5.632699999999659
2025-09-23,40,6.666666666666667,3509.2929000000004,3291.6393,0.0,90.90810000000056
